,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
3660,0.844,0.77,6,-7.447,0,0.112,0.419,0.0,0.0742,0.963,116.02,7
3661,0.636,0.843,5,-8.812,1,0.116,0.191,0.141,0.16,0.78,85.253,8
3662,0.511,0.861,9,-5.065,1,0.0308,0.0517,0.0,0.194,0.622,178.101,4
3663,0.649,0.914,0,-5.98,1,0.0642,0.135,0.0,0.334,0.815,104.011,2
3664,0.817,0.738,0,-5.176,0,0.0775,0.47,0.00234,0.281,0.846,104.02,7
3665,0.524,0.453,8,-5.142,1,0.0261,0.545,0.0,0.138,0.147,83.94,1
3666,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,7
3667,0.711,0.532,3,-8.894,1,0.0329,0.804,8.87e-05,0.11,0.745,154.956,4
3668,0.452,0.959,7,-2.853,1,0.106,0.0362,7.47e-05,0.397,0.564,149.954,4
3669,0.499,0.517,0,-5.648,1,0.0403,0.568,0.0,0.173,0.4,89.635,1
3670,0.621,0.457,7,-5.928,0,0.0355,0.165,0.0,0.194,0.277,141.679,7
3671,0.576,0.797,3,-4.999,0,0.0339,0.415,0.0,0.128,0.923,142.377,7
3672,0.773,0.794,5,-4.954,0,0.0326,0.527,0.000354,0.113,0.907,101.143,7
3673,0.674,0.854,7,-4.337,1,0.034,0.0579,0.00041,0.0735,0.684,127.295,8
3674,0.565,0.924,7,-2.94,1,0.0392,0.54,8.78e-05,0.113,0.631,125.123,8
3675,0.458,0.746,11,-9.444,0,0.0318,0.0351,0.0,0.172,0.511,166.095,7
3676,0.518,0.872,2,-4.286,0,0.0317,0.0552,0.00107,0.117,0.468,140.349,7
3677,0.374,0.85,4,-5.657,0,0.0404,0.0904,0.0,0.116,0.348,125.796,7
3678,0.593,0.845,9,-6.937,0,0.0336,0.0321,0.000292,0.886,0.35,134.292,5
3679,0.423,0.836,9,-4.754,1,0.0501,0.00498,0.0,0.246,0.446,149.456,4
3680,0.526,0.722,0,-12.057,1,0.0394,0.000925,1.24e-05,0.821,0.468,112.961,5
3681,0.393,0.617,11,-7.858,0,0.0316,0.0434,0.000129,0.121,0.124,113.16,7
3682,0.442,0.912,11,-3.756,0,0.0381,0.0426,1.5e-06,0.0798,0.752,119.65,7
3683,0.59,0.916,5,-2.867,1,0.0315,0.0375,8.24e-06,0.199,0.762,124.073,8
3684,0.302,0.941,2,-3.469,1,0.0711,0.0112,0.0627,0.0434,0.851,200.206,4
3685,0.515,0.716,7,-11.363,1,0.0361,0.0302,2.8e-05,0.189,0.927,169.846,4
3686,0.412,0.943,9,-3.312,1,0.0763,0.408,0.0,0.929,0.734,169.462,5
3687,0.679,0.709,11,-10.982,1,0.0398,0.262,0.0,0.132,0.818,106.731,8
3688,0.542,0.881,10,-3.559,0,0.142,0.0064,0.000112,0.359,0.765,166.835,7
3689,0.741,0.817,4,-5.596,1,0.0794,0.0211,0.0,0.0981,0.574,146.074,2
3690,0.762,0.738,4,-7.477,0,0.0665,0.0324,0.0,0.0771,0.977,146.5,7
3691,0.717,0.84,1,-6.624,0,0.0755,0.0947,0.0,0.295,0.665,145.327,7
3692,0.62,0.802,0,-6.837,1,0.0451,0.142,0.0,0.0602,0.787,79.216,2
3693,0.574,0.936,1,-5.955,0,0.0624,0.00473,8.26e-06,0.0987,0.744,160.479,7
3694,0.668,0.663,7,-5.605,1,0.0577,0.119,1.3e-05,0.0807,0.754,172.803,4
3695,0.452,0.95,7,-4.368,1,0.0377,0.0165,0.0,0.351,0.929,99.544,8
3696,0.288,0.931,0,-5.551,1,0.0402,0.00106,0.000349,0.878,0.817,148.488,5
3697,0.427,0.724,11,-10.435,1,0.0606,0.495,0.00305,0.733,0.521,158.041,5
3698,0.542,0.878,0,-3.708,0,0.0633,0.0418,0.0,0.298,0.431,145.276,7
3699,0.582,0.804,2,-5.485,1,0.0389,0.00174,2.53e-06,0.668,0.891,153.489,5
3700,0.686,0.662,6,-5.529,0,0.0425,0.545,0.0,0.0829,0.789,141.956,7
3701,0.56,0.918,6,-4.399,0,0.0735,0.132,2.4e-06,0.435,0.743,135.251,7
3702,0.824,0.523,7,-10.928,1,0.0332,0.0122,3.86e-05,0.132,0.717,90.903,8
3703,0.601,0.906,5,-2.876,0,0.0665,0.0911,1.18e-05,0.265,0.499,128.985,7
3704,0.489,0.977,2,-7.663,1,0.0523,0.606,0.000302,0.311,0.706,153.531,4
3705,0.555,0.892,4,-10.664,0,0.0368,0.26,0.000177,0.13,0.87,138.163,7
3706,0.7,0.66,11,-12.218,0,0.0352,0.103,0.00732,0.134,0.833,126.131,7
3707,0.45,0.911,0,-9.729,1,0.0649,0.223,0.000266,0.697,0.539,151.389,5
3708,0.593,0.943,9,-4.503,1,0.0424,0.133,4.38e-05,0.0478,0.846,136.027,8
3709,0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,8
3710,0.683,0.752,4,-6.837,1,0.0337,0.074,2.56e-05,0.222,0.865,140.012,2
3711,0.572,0.848,0,-4.643,1,0.0315,0.259,0.0,0.0748,0.688,136.351,2
3712,0.421,0.953,7,-3.603,1,0.0469,0.0062,0.000973,0.227,0.663,100.956,8
3713,0.445,0.919,7,-3.267,1,0.0712,0.0134,3.07e-05,0.112,0.599,129.045,8
3714,0.711,0.938,9,-6.115,1,0.0552,0.334,1.58e-05,0.0853,0.892,106.945,8
3715,0.425,0.899,7,-5.888,1,0.0648,0.00663,0.00872,0.0506,0.483,170.788,4
3716,0.698,0.868,9,-3.265,1,0.0344,0.0285,0.00153,0.174,0.832,123.111,8
3717,0.509,0.824,2,-5.494,0,0.0434,0.175,2.58e-05,0.0725,0.647,145.915,7
3718,0.607,0.918,2,-3.76,1,0.0403,0.000713,1.17e-05,0.119,0.43,126.671,2
3719,0.422,0.927,9,-4.116,1,0.0526,0.507,0.255,0.954,0.617,154.976,5
3720,0.463,0.683,9,-11.33,1,0.0542,0.124,0.0,0.181,0.945,146.629,8
3721,0.328,0.914,2,-5.536,1,0.0764,0.0988,2.3e-05,0.909,0.95,192.801,5
3722,0.553,0.824,4,-2.98,1,0.0314,0.0223,0.0,0.15,0.7,133.126,2
3723,0.375,0.933,4,-6.11,1,0.0523,0.16,0.0,0.93,0.848,170.84,5
3724,0.553,0.658,6,-8.158,0,0.0246,0.249,0.000894,0.821,0.545,97.445,5
3725,0.71,0.855,9,-10.999,0,0.0439,0.126,1.53e-06,0.198,0.875,136.149,7
3726,0.727,0.883,5,-10.442,1,0.0313,0.824,0.0189,0.376,0.961,138.155,8
3727,0.683,0.852,7,-10.067,1,0.0346,0.22,0.0265,0.145,0.876,112.059,8
3728,0.502,0.793,7,-9.071,1,0.0425,0.000942,0.893,0.141,0.828,90.262,0
3729,0.702,0.804,2,-10.086,1,0.0331,0.12,0.0231,0.0294,0.961,121.998,2
3730,0.692,0.797,2,-11.34,1,0.0266,0.0565,0.000113,0.12,0.973,139.498,2
3731,0.583,0.984,4,-2.397,1,0.119,0.0049,0.0,0.166,0.792,147.577,2
3732,0.584,0.745,1,-14.584,0,0.0396,0.0148,4.63e-05,0.363,0.84,98.777,7
3733,0.715,0.744,10,-11.57,1,0.0567,0.00946,0.00149,0.0796,0.468,123.433,8
3734,0.586,0.861,2,-12.029,1,0.0472,0.0183,0.00851,0.155,0.629,108.754,2
3735,0.572,0.735,7,-12.248,1,0.0267,0.00111,0.0206,0.973,0.674,107.315,5
3736,0.65,0.602,7,-12.14,1,0.0272,0.0754,0.000107,0.0636,0.931,138.71,8
3737,0.387,0.972,7,-2.84,0,0.101,0.565,4.83e-06,0.0921,0.839,192.392,4
3738,0.593,0.926,7,-3.696,0,0.0322,0.242,1.57e-06,0.207,0.961,104.854,7
3739,0.681,0.965,7,-3.963,1,0.0299,0.309,0.000218,0.15,0.97,135.68,8
3740,0.492,0.771,5,-5.365,1,0.0496,0.293,2.9e-06,0.261,0.86,166.698,4
3741,0.544,0.726,0,-9.949,1,0.0382,0.0835,0.0,0.178,0.879,98.388,2
3742,0.37,0.925,9,-8.579,1,0.0872,0.138,0.101,0.983,0.568,103.2,5
3743,0.538,0.926,4,-4.132,0,0.0396,0.151,0.000257,0.311,0.749,96.382,7
3744,0.482,0.928,2,-8.214,1,0.0342,0.107,0.000813,0.102,0.867,133.192,2
3745,0.739,0.745,7,-6.658,1,0.0267,0.21,0.0135,0.127,0.949,109.326,8
3746,0.632,0.896,4,-5.327,0,0.0328,0.234,0.00012,0.387,0.83,108.682,7
3747,0.649,0.929,9,-5.614,1,0.0788,0.0524,0.0,0.0868,0.729,106.774,8
3748,0.818,0.723,7,-6.702,0,0.0296,0.528,0.000591,0.0905,0.748,98.049,7
3749,0.49,0.694,4,-7.77,0,0.0463,0.0645,6.55e-05,0.106,0.292,200.064,4
3750,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,8
3751,0.679,0.844,9,-6.438,0,0.0564,0.105,0.0,0.181,0.808,130.1,7
3752,0.723,0.766,0,-6.712,1,0.0433,0.243,0.0,0.197,0.819,128.874,2
3753,0.592,0.892,0,-6.547,1,0.119,0.598,0.0,0.139,0.928,171.681,4
3754,0.637,0.482,9,-11.159,1,0.0378,0.12,0.0,0.158,0.832,133.799,8
3755,0.518,0.826,0,-10.554,1,0.0407,0.0145,0.0,0.107,0.929,103.501,2
3756,0.688,0.946,7,-5.713,1,0.0601,0.0939,0.00106,0.256,0.642,107.954,8
3757,0.552,0.457,7,-19.471,1,0.0482,0.0229,0.000497,0.988,0.493,119.157,5
3758,0.602,0.952,9,-5.193,1,0.0629,0.0161,4.86e-05,0.112,0.743,146.287,8
3759,0.655,0.908,2,-4.699,1,0.052,0.283,1.83e-05,0.0774,0.585,108.088,2
3760,0.615,0.569,8,-16.442,1,0.0434,0.00441,0.000177,0.457,0.196,107.942,8
3761,0.648,0.833,2,-6.574,1,0.0342,0.114,0.0619,0.0873,0.695,145.146,2
3762,0.664,0.885,2,-4.371,0,0.0458,0.0959,1.38e-05,0.0897,0.67,150.996,7
3763,0.622,0.41,7,-17.799,1,0.0428,0.0291,2.85e-05,0.985,0.478,82.141,5
3764,0.582,0.845,2,-5.647,0,0.0347,0.00215,0.000811,0.397,0.578,119.534,7
3765,0.655,0.579,1,-17.295,0,0.0603,0.104,0.0,0.906,0.47,112.012,5
3766,0.666,0.676,3,-8.64,1,0.029,0.243,1.09e-06,0.104,0.48,136.633,2
3767,0.548,0.467,8,-7.706,0,0.0261,0.435,0.0,0.0888,0.49,149.598,7
3768,0.451,0.937,9,-6.219,1,0.14,0.00297,0.0868,0.091,0.566,174.29,4
3769,0.418,0.887,4,-4.082,1,0.0677,0.0573,7.82e-06,0.587,0.421,121.919,5
3770,0.552,0.733,5,-2.069,1,0.0332,0.108,2.05e-06,0.104,0.749,79.986,8
3771,0.477,0.961,6,-4.01,0,0.0636,0.155,0.0,0.264,0.806,179.171,7
3772,0.716,0.812,4,-6.575,0,0.036,0.463,4.82e-05,0.901,0.818,132.05,5
3773,0.661,0.514,7,-9.134,1,0.0308,0.0217,8.29e-05,0.743,0.537,129.985,5
3774,0.521,0.852,6,-5.014,0,0.0624,0.0835,0.0,0.365,0.523,151.012,7
3775,0.734,0.852,7,-5.632,0,0.0483,0.323,2.27e-05,0.421,0.89,149.976,7
3776,0.718,0.431,2,-8.736,1,0.0314,0.132,0.000165,0.0686,0.324,139.618,2
3777,0.503,0.688,9,-6.615,0,0.0368,0.141,0.0102,0.143,0.788,139.98,7
3778,0.714,0.941,0,-3.253,1,0.0371,0.0285,0.0,0.0941,0.965,134.264,2
3779,0.683,0.638,4,-10.8,0,0.0567,0.441,0.000131,0.121,0.509,157.931,7
3780,0.435,0.899,4,-3.84,0,0.0656,0.0392,0.000447,0.115,0.377,150.546,7
3781,0.375,0.537,2,-10.731,1,0.093,0.594,1.74e-05,0.119,0.391,166.343,4
3782,0.351,0.606,9,-15.906,0,0.041,0.00557,0.000113,0.313,0.491,98.476,7
3783,0.514,0.946,10,-9.676,0,0.0576,0.156,0.00306,0.39,0.214,134.981,7
3784,0.725,0.942,10,-3.94,0,0.125,0.0102,0.00921,0.12,0.764,120.803,7
3785,0.491,0.874,10,-6.618,1,0.0385,0.0209,0.00707,0.286,0.625,167.525,4
3786,0.508,0.719,5,-9.327,1,0.0656,0.0319,4.5e-06,0.136,0.689,102.022,8
3787,0.682,0.787,9,-7.238,1,0.0366,0.000705,0.695,0.0797,0.964,91.142,0
3788,0.473,0.943,2,-5.651,1,0.0516,0.0154,0.0594,0.426,0.377,149.893,4
3789,0.393,0.828,11,-4.147,0,0.0332,0.0746,0.00192,0.148,0.473,129.743,7
3790,0.575,0.718,7,-3.566,1,0.0545,0.0381,0.000504,0.1,0.962,140.885,8
3791,0.716,0.879,5,-6.179,0,0.0349,0.0454,0.0,0.243,0.905,126.368,7
3792,0.597,0.637,7,-12.83,1,0.028,0.161,0.000508,0.118,0.638,120.039,8
3793,0.583,0.879,4,-4.077,0,0.031,0.45,0.0,0.126,0.973,129.25,7
3794,0.87,0.878,0,-4.54,1,0.0427,0.163,8.21e-06,0.0888,0.978,135.124,2
3795,0.543,0.537,1,-14.255,0,0.0303,0.244,7.1e-05,0.234,0.606,111.664,7
3796,0.792,0.694,5,-6.101,1,0.0342,0.0109,0.0,0.0403,0.874,121.371,8
3797,0.735,0.783,4,-10.49,0,0.0364,0.157,0.00272,0.0983,0.921,108.242,7
3798,0.683,0.819,4,-6.892,1,0.0358,0.154,2.07e-06,0.0603,0.731,126.512,2
3799,0.586,0.829,1,-5.749,1,0.0998,0.247,0.00595,0.127,0.447,167.678,4
3800,0.639,0.819,0,-5.866,1,0.04,0.0217,2.31e-05,0.0785,0.863,147.997,2
3801,0.478,0.914,4,-6.141,1,0.0398,0.465,0.00353,0.282,0.959,170.17,4
3802,0.596,0.947,11,-3.225,0,0.0547,0.00321,3.78e-05,0.0897,0.487,102.238,7
3803,0.777,0.812,1,-6.18,1,0.271,0.759,6.88e-05,0.145,0.727,108.159,6
3804,0.843,0.797,9,-6.746,0,0.0586,0.269,0.0,0.0465,0.866,118.006,7
3805,0.756,0.578,9,-7.369,0,0.118,0.442,0.00552,0.18,0.771,77.064,7
3806,0.583,0.854,0,-5.745,1,0.0499,0.0208,0.0,0.213,0.557,140.033,2
3807,0.578,0.866,2,-4.127,0,0.0302,0.00191,0.0,0.146,0.524,134.961,7
3808,0.572,0.853,9,-5.956,0,0.0404,0.0032,0.0,0.34,0.474,137.996,7
3809,0.638,0.518,4,-6.407,0,0.0293,0.00245,0.0,0.143,0.68,139.981,7
3810,0.599,0.829,2,-7.393,0,0.0488,0.0705,3.89e-05,0.252,0.336,152.028,7
3811,0.688,0.699,11,-5.39,0,0.0872,0.258,0.0,0.0964,0.647,115.018,7
3812,0.797,0.939,7,-8.48,1,0.0635,0.191,0.000187,0.0892,0.943,93.016,8
3813,0.719,0.879,9,-4.784,1,0.0323,0.147,3.05e-05,0.0987,0.91,120.05,8
3814,0.8,0.833,9,-8.22,1,0.0337,0.113,0.0,0.0441,0.942,122.011,8
3815,0.369,0.881,10,-11.716,1,0.0601,0.189,5.42e-06,0.321,0.562,206.752,4
3816,0.476,0.918,4,-4.13,0,0.0377,0.108,0.0,0.977,0.401,133.519,5
3817,0.603,0.791,7,-6.345,1,0.0288,0.00607,0.0,0.432,0.575,119.976,8
3818,0.3,0.869,6,-9.219,1,0.0464,0.00486,0.0,0.964,0.689,181.233,5
3819,0.44,0.823,0,-5.176,1,0.0376,0.0734,0.0,0.928,0.31,126.521,5
3820,0.569,0.849,0,-5.798,1,0.0476,0.438,0.0,0.9,0.495,134.429,5
3821,0.404,0.444,4,-9.249,1,0.0276,0.54,0.0,0.113,0.18,135.143,1
3822,0.723,0.681,4,-9.849,0,0.0343,0.118,0.014,0.177,0.96,104.543,7
3823,0.672,0.787,9,-12.33,0,0.0314,0.0233,0.0941,0.106,0.853,145.063,7
3824,0.555,0.936,4,-6.235,0,0.0446,0.0992,0.00666,0.343,0.404,99.991,7
3825,0.61,0.87,9,-3.707,0,0.0376,0.443,2.99e-06,0.9,0.387,128.065,5
3826,0.643,0.898,5,-4.889,1,0.0337,0.074,0.0,0.237,0.783,112.523,8
3827,0.564,0.888,7,-3.884,1,0.0522,0.142,6.51e-06,0.122,0.952,120.895,8
3828,0.639,0.485,2,-12.394,1,0.104,0.347,0.0,0.12,0.899,137.248,2
3829,0.716,0.818,2,-6.224,1,0.0668,0.0827,6.39e-05,0.0938,0.829,105.709,2
3830,0.755,0.67,2,-8.8,1,0.0456,0.0219,3.57e-06,0.504,0.968,96.771,2
3831,0.575,0.87,9,-5.068,1,0.04,0.113,0.00854,0.0805,0.685,156.837,8
3832,0.76,0.875,10,-6.407,0,0.0473,0.7,0.0,0.0659,0.822,115.999,7
3833,0.554,0.892,2,-7.149,0,0.138,0.332,0.02,0.142,0.543,76.629,7
3834,0.703,0.911,9,-4.912,1,0.0492,0.37,2.04e-05,0.131,0.882,123.108,8
3835,0.615,0.551,2,-9.197,0,0.0311,0.664,0.0284,0.412,0.362,90.967,1
3836,0.514,0.848,0,-4.695,1,0.036,0.128,1.54e-05,0.962,0.791,130.415,5
3837,0.307,0.693,2,-3.902,1,0.0281,0.0259,0.0237,0.212,0.357,149.607,4
3838,0.442,0.912,11,-3.756,0,0.0381,0.0426,1.5e-06,0.0798,0.752,119.65,7
3839,0.302,0.941,2,-3.469,1,0.0711,0.0112,0.0627,0.0434,0.851,200.206,4
3840,0.601,0.677,7,-10.564,1,0.0285,0.519,2.77e-06,0.153,0.677,137.813,8
3841,0.584,0.405,7,-7.77,1,0.0301,0.108,0.0,0.288,0.252,139.931,4
3842,0.7,0.832,2,-6.972,0,0.0478,0.0671,2.78e-06,0.321,0.745,101.963,7
3843,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,8
3844,0.65,0.621,7,-6.484,0,0.0347,0.622,0.0,0.0944,0.455,144.053,7
3845,0.564,0.804,4,-4.848,1,0.0394,0.447,0.000314,0.218,0.681,169.557,4
3846,0.723,0.719,4,-8.072,1,0.0283,0.0813,0.000385,0.243,0.924,121.956,2
3847,0.564,0.57,0,-8.038,1,0.0362,0.165,0.0,0.0855,0.334,138.311,2
3848,0.496,0.893,7,-5.093,1,0.0388,0.433,1.89e-06,0.967,0.813,130.224,5
3849,0.572,0.753,2,-5.782,0,0.0421,0.338,0.0,0.903,0.663,90.5,5
3850,0.686,0.673,7,-7.658,1,0.0367,0.402,0.0,0.253,0.89,91.592,8
3851,0.768,0.719,7,-7.521,1,0.0296,0.0737,4.07e-06,0.135,0.78,114.489,8
3852,0.649,0.9,7,-4.135,1,0.0306,0.146,0.0,0.694,0.86,123.978,5
3853,0.521,0.882,9,-6.51,0,0.0797,0.0918,6.5e-05,0.204,0.401,116.902,7
3854,0.617,0.912,0,-3.514,1,0.0317,0.0173,0.000104,0.359,0.627,123.199,2
3855,0.61,0.862,4,-3.284,0,0.0283,0.0729,0.0,0.112,0.805,100.049,7
3856,0.627,0.847,0,-3.186,1,0.0264,0.139,0.000154,0.709,0.637,121.975,5
3857,0.641,0.817,4,-4.989,1,0.0268,0.0116,0.0,0.112,0.441,114.485,2
3858,0.503,0.905,9,-4.639,1,0.0442,0.117,0.0,0.377,0.71,131.818,8
3859,0.692,0.799,7,-5.907,0,0.0446,0.234,0.0,0.0997,0.819,129.926,7
3860,0.606,0.764,4,-6.768,0,0.0437,0.314,1.21e-06,0.0941,0.375,134.752,7
3861,0.737,0.672,2,-7.227,0,0.0372,0.591,0.0,0.105,0.812,123.007,7
3862,0.805,0.44,9,-6.934,0,0.0298,0.452,0.0,0.108,0.829,107.985,7
3863,0.748,0.551,5,-7.608,0,0.0646,0.282,1.13e-06,0.0575,0.843,83.986,7
3864,0.693,0.933,7,-4.05,0,0.0669,0.145,0.0,0.436,0.781,106.004,7
3865,0.715,0.903,2,-3.566,0,0.0423,0.0671,1.29e-06,0.209,0.754,112.968,7
3866,0.628,0.857,9,-5.429,1,0.0384,0.0707,0.0,0.136,0.732,108.991,8
3867,0.467,0.9,2,-4.318,1,0.0378,0.000642,0.0,0.351,0.495,125.981,2
3868,0.467,0.891,0,-7.868,1,0.0602,0.0311,8.83e-05,0.211,0.505,88.82,2
3869,0.703,0.833,2,-3.764,1,0.0336,0.0762,0.0,0.147,0.887,139.959,2
3870,0.67,0.795,2,-4.504,1,0.0313,0.239,0.0,0.127,0.677,91.997,2
3871,0.632,0.721,0,-9.046,0,0.0325,0.814,0.0,0.677,0.487,136.247,5
3872,0.664,0.657,11,-9.566,1,0.043,0.534,0.0,0.736,0.608,136.249,5
3873,0.739,0.692,4,-4.917,0,0.0403,0.16,0.0,0.292,0.735,128.028,7
3874,0.694,0.662,7,-5.314,1,0.0304,0.117,0.0,0.0608,0.451,94.996,8
3875,0.691,0.789,0,-4.298,0,0.0375,0.303,0.0,0.368,0.839,132.944,7
3876,0.622,0.868,0,-2.774,1,0.0605,0.343,0.0,0.792,0.349,133.132,5
3877,0.703,0.69,6,-7.949,1,0.0288,0.00165,0.0,0.0872,0.702,120.009,8
3878,0.783,0.498,0,-10.362,1,0.035,0.0191,1.77e-05,0.188,0.833,120.049,2
3879,0.673,0.766,7,-8.583,1,0.0263,0.13,0.0,0.281,0.852,117.022,8
3880,0.694,0.837,9,-9.362,1,0.0321,0.0183,0.0,0.294,0.772,137.929,8
3881,0.391,0.837,2,-4.078,1,0.0404,0.135,0.0,0.106,0.434,185.992,4
3882,0.487,0.842,6,-2.509,0,0.0332,0.418,2.28e-06,0.101,0.425,139.781,7
3883,0.686,0.874,9,-3.92,0,0.0512,0.0667,0.00146,0.129,0.563,122.099,7
3884,0.576,0.901,2,-3.336,1,0.0937,0.0623,0.0,0.271,0.847,97.972,2
3885,0.513,0.887,9,-4.768,0,0.0933,0.0299,0.0,0.147,0.527,142.994,7
3886,0.6,0.894,5,-3.439,1,0.0344,0.00154,1.03e-06,0.0794,0.775,132.954,8
3887,0.522,0.823,11,-5.374,0,0.0708,0.107,0.0,0.169,0.355,135.044,7
3888,0.581,0.618,9,-5.772,0,0.0318,0.159,0.0,0.0783,0.674,143.943,7
3889,0.483,0.564,11,-6.661,0,0.0431,0.489,0.0,0.0848,0.331,82.908,7
3890,0.609,0.909,9,-3.303,0,0.0591,0.127,0.0,0.12,0.861,135.994,7
3891,0.522,0.922,0,-3.108,0,0.0406,0.0484,0.0,0.312,0.657,144.909,7
3892,0.661,0.909,8,-4.274,0,0.119,0.409,0.0,0.0553,0.816,147.956,7
3893,0.509,0.419,5,-6.381,0,0.0328,0.334,0.0,0.1,0.141,68.002,1
3894,0.476,0.696,9,-4.961,0,0.0346,0.127,0.0,0.241,0.622,91.935,7
3895,0.669,0.914,7,-3.314,1,0.184,0.136,0.0,0.169,0.919,102.002,8
3896,0.665,0.884,9,-6.372,1,0.149,0.157,0.0,0.151,0.871,103.99,8
3897,0.629,0.899,7,-5.832,0,0.246,0.292,0.0,0.278,0.29,109.282,6
3898,0.665,0.648,9,-7.829,0,0.132,0.303,0.0,0.0743,0.917,139.876,7
3899,0.576,0.756,1,-6.554,1,0.0486,0.00726,0.00071,0.343,0.709,169.985,4
3900,0.585,0.664,7,-9.128,1,0.0293,0.535,0.0,0.143,0.453,92.032,8
3901,0.694,0.666,0,-7.817,1,0.0304,0.0702,0.0014,0.265,0.894,135.952,2
3902,0.655,0.883,11,-8.287,1,0.0446,0.181,2.19e-05,0.172,0.753,95.985,8
3903,0.428,0.956,8,-2.382,0,0.178,0.0281,0.0,0.58,0.686,198.076,5
3904,0.629,0.937,1,-2.84,1,0.115,0.293,0.0,0.0744,0.946,101.022,2
3905,0.576,0.909,10,-3.306,1,0.0523,0.00679,4.42e-06,0.134,0.544,104.971,8
3906,0.568,0.892,1,-3.091,1,0.0464,0.0111,0.0,0.379,0.783,126.02,2
3907,0.554,0.9,4,-3.654,0,0.0366,0.00382,8.26e-06,0.133,0.569,140.023,7
3908,0.388,0.865,2,-2.615,1,0.0374,0.654,3.61e-06,0.106,0.303,91.725,2
3909,0.632,0.819,0,-9.01,1,0.0362,0.109,0.0105,0.233,0.645,150.377,2
3910,0.396,0.803,8,-4.867,1,0.0387,0.138,0.0,0.0601,0.731,85.678,8
3911,0.591,0.667,3,-5.995,1,0.0291,0.102,9.92e-05,0.212,0.141,126.554,2
3912,0.598,0.771,11,-6.468,1,0.0309,0.0809,0.0,0.0725,0.431,102.991,8
3913,0.537,0.576,7,-8.863,0,0.0283,0.436,0.0,0.251,0.694,101.103,7
3914,0.525,0.79,9,-4.672,0,0.0286,0.00149,2.41e-05,0.255,0.61,145.896,7
3915,0.557,0.907,0,-5.237,1,0.0575,0.0295,2.67e-05,0.697,0.856,116.929,5
3916,0.602,0.342,4,-10.81,1,0.0439,0.771,1.65e-06,0.111,0.379,125.82,1
3917,0.456,0.843,0,-8.682,1,0.0559,0.105,0.00176,0.0939,0.842,79.608,2
3918,0.668,0.798,9,-5.228,0,0.0432,0.0757,0.0,0.169,0.716,109.925,7
3919,0.549,0.902,7,-2.352,1,0.0563,0.0025,4.19e-06,0.0508,0.775,154.095,8
3920,0.394,0.82,9,-4.843,0,0.0327,0.00565,0.000491,0.579,0.756,149.822,5
3921,0.457,0.525,4,-9.571,1,0.0337,0.0589,0.0,0.0806,0.494,74.92,2
3922,0.737,0.523,11,-8.571,0,0.0483,0.5,0.0,0.107,0.16,144.859,7
3923,0.588,0.765,7,-7.444,0,0.0319,0.628,2.48e-05,0.0948,0.714,100.031,7
3924,0.586,0.556,11,-8.157,1,0.0312,0.377,2e-06,0.102,0.596,104.921,8
3925,0.603,0.665,6,-9.744,0,0.0325,0.626,4.59e-05,0.13,0.809,99.981,7
3926,0.728,0.221,2,-10.584,1,0.0435,0.696,0.122,0.121,0.715,96.928,1
3927,0.612,0.716,1,-7.274,1,0.0399,0.0115,0.00529,0.225,0.41,145.005,2
3928,0.654,0.725,11,-8.518,0,0.0357,0.0269,0.0,0.112,0.804,150.022,7
3929,0.701,0.742,0,-7.532,1,0.0468,0.152,0.0,0.193,0.58,107.86,2
3930,0.488,0.635,0,-7.178,1,0.106,0.0155,0.0,0.0911,0.657,119.971,2
3931,0.609,0.654,1,-10.519,1,0.0505,0.21,0.0,0.0744,0.743,87.435,2
3932,0.67,0.665,9,-9.593,0,0.129,0.239,0.0,0.0695,0.619,132.051,7
3933,0.498,0.536,0,-7.977,1,0.04,0.0332,1.01e-06,0.111,0.31,140.075,4
3934,0.747,0.676,9,-8.3,0,0.0597,0.0921,0.0,0.0766,0.784,119.914,7
3935,0.615,0.875,9,-4.922,0,0.0543,0.297,0.0,0.699,0.891,112.013,5
3936,0.481,0.866,0,-5.54,1,0.0481,0.00141,1.36e-05,0.975,0.367,105.944,5
3937,0.66,0.615,6,-5.315,1,0.0422,0.52,0.0,0.121,0.395,133.826,4
3938,0.754,0.805,11,-5.974,0,0.0416,0.0471,1.6e-05,0.0715,0.475,88.032,7
3939,0.815,0.755,10,-6.13,0,0.0373,0.357,1.23e-05,0.14,0.752,104.989,7
3940,0.881,0.894,6,-5.802,1,0.125,0.19,0.0,0.109,0.694,119.948,8
3941,0.847,0.755,1,-4.569,0,0.0498,0.101,0.0,0.184,0.531,94.994,7
3942,0.823,0.74,8,-6.576,0,0.0391,0.108,0.0,0.335,0.837,97.005,7
3943,0.827,0.732,9,-7.066,1,0.123,0.212,3.4e-05,0.0551,0.775,94.022,8
3944,0.86,0.766,1,-6.162,1,0.157,0.0748,0.0,0.0971,0.689,95.997,2
3945,0.834,0.649,9,-7.444,1,0.177,0.398,0.0,0.0847,0.441,91.993,8
